	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
SGCB	0	0.149185689	0.104277252	0.473234417	1.367023564	0.185487865	0.968881541	3.242839388	0.947727642	0	0	2.135072021	0	0	2.735864188	0.706327035	1.509138497	0	2.142902591	2.127554026	0	3.344251329	0	0	0.776185147	0	0	3.397701194	0	6.120362979	0	0	6.474382752	2.191270381	0	0	0	0	9.141595244	0	0	0	3.799757341	0	1.378094152	0	2.977679419	3.166276968	0	0	0	0	0	0	0	0	0.796442624	0	0	0	0	1.597302651	1.127828685	0.221192019	1.38423508	0	0.747423751	0.851734221	0.549888592	2.547619565	0	0.82812209	0.306914774	1.28529114	0.612103056	0	0.831664178	1.89938535	0.42522811	0.982803851	0	0	0	1.877522437	3.574428802	0	1.373520828	0.287838257	0.340999275	0.33107886	1.492890984	1.837924359	2.778724874	0	0	1.655645735	2.158626277	0.968984116	0.76391782	0.747103754	0	0	0	0	0	0.92525549	1.250350643	0.895250582	1.466858655	0	1.938928861	2.253516579	3.753184185	1.590199557	0.325105304	1.483454688	0.300821742	0	0	0	3.883027066	1.369074125	1.142964333	0	0	0	0	0.605680498	0	0.939944323	0.709142157	0	0.778534732	3.787058486	0	5.955430393	0	0	0.489920562	0	0	0	0	0	24.94670961	0	2.597294913	0.957252388	1.427641587	1.358866848	0.996123981	0.920311765	0	0	2.596222096	2.620671294	0	0	7.818320426	1.367981601	1.266561952	8.592542423	3.677123843	0	0	6.369804514	1.640318455	1.018785231	0	0	1.812420189	0	0	0	2.576618784	0.592827416
SGMS2	0.338177517	0.479764302	0.002061527	0.330388502	0.508517488	0.138381588	0.57413378	1.010165646	0.222739396	0	0	0	0.695653788	2.258602166	0.84219281	0.615459268	1.336667329	1.712751516	3.492579622	3.43536943	4.10100722	0.32727726	0	1.726416052	1.66171025	0	1.686191056	0	0	0	0	0	0	0	0	0	0	0	6.393741363	0	1.292402828	0	0	1.735303618	0	0	0.889379998	0	0	2.591336682	0	0	0	0	0	3.600166577	1.611508051	2.83266625	0	0	0	0.805915706	0.470773415	0.318095768	0.303098063	0.654389361	0.24575078	1.363237415	1.589699768	1.003917588	1.388065636	4.319191965	1.85242041	4.055209685	11.5692051	7.607721541	0.442068364	1.03589174	0.762095693	0.658806629	0	2.416703508	0.917088045	0.305033889	3.822833014	0	0.963766958	0.818953652	2.651801201	1.203679268	0.453459406	1.222058253	0	7.122215955	0.661521141	1.116113412	0	1.501253003	0.923541921	1.706602688	3.006603754	3.729460173	0	0	0	1.916714946	0.891231974	0.632132698	0	0.577870328	0	0	0	1.699944354	0.632165333	1.491867043	0.456258614	0	0	1.940742664	0	1.268446184	0	0	0	0	0	0.238772609	0.650002741	0.645358665	0	0.659940363	1.076484131	0.418169546	0	0	0	0.924470677	0.307186142	4.645069292	0.877823816	0	0	0	0	1.32395643	0.868460758	0.516948149	0	0.464170459	0	1.234589734	0	0	0	0.861629002	0	0	0	4.27991691	0	0	0	0	0	1.403076554	1.174004133	0.500223069	0	1.682027638	0	0	0	0.728687634	0	1.440705515
SH2D4A	0.523659688	0.599992045	0.869439612	0.817482776	0.844050918	0.947585845	0.639894207	0.698634963	1.250247751	1.113788654	1.887128457	1.036254305	0.621243312	0	1.17958422	1.461770967	1.000139432	0.71679462	1.554198717	2.10329209	0.188348726	0.619632408	1.536494371	0.557185839	0.994887955	0	1.139569882	0.475768394	0.406695353	1.736333162	1.012620177	0	1.818659911	0	0	0.875641819	0	0	0	1.249972217	0.786629825	0.574358765	0.529532112	1.650446311	0.193840055	1.421928561	25.48694855	1.793117759	0.512247371	1.569731961	3.438292515	2.450714439	0.828045326	0	1.521081988	0.494787525	1.168480158	0	1.552423129	0	0	0.867002202	1.149195771	1.724521058	1.022413456	1.222803982	0.811641134	0.772389174	0.752427367	1.169764266	1.389282988	0.873883261	0.865431205	0.583231652	1.118874412	0.65487509	1.47042893	1.163243452	0.848111373	1.612955467	0.737927891	0.591544071	0.52307005	0.829749437	2.44072516	0.733311134	0.805033843	0.546734907	1.091917358	1.062146384	0.464403647	1.744372496	1.331705327	0	1.168793453	1.385272428	0.882501187	1.116563362	0.663986926	0.586690079	1.002484535	0.770339134	0.814280434	0.780014192	0.522220757	0.790465455	0.381812692	1.658339131	0.705148197	0.546092915	0.618506152	0.215465323	1.618662823	0.993991667	1.051199968	0.487406591	1.366900874	2.036615201	0	0	0	1.648967024	0.327410215	0.40785581	0	2.661292538	0.640947197	1.282045955	1.986014313	0.785325289	1.926617459	0.862854188	0.677609075	0.795817444	0.235415311	0.84418509	1.004456121	1.163324189	1.007417885	0	1.479681061	0	0.846844876	0	0	0.814116285	2.144805862	0.626633671	0.590753355	1.30600779	0.953810327	0.918113214	1.879748396	0	1.789160228	1.045153935	0.481528974	3.966797115	2.163697334	1.549185377	0.507572272	0	0.487244282	0.837137723	0	1.437667196	0.502437626	2.244291758	1.935246855	2.142912305	3.551038585	0	1.440382969	1.000475976	1.666884432	0.345730933
SH3GLB1	2.516495821	1.895783396	0	0.429098581	0.720529492	0.824466239	1.006729418	0.912214607	0.832398754	1.253531912	0	1.38540334	4.045650143	2.598129115	0.840205373	1.393885783	1.456230597	0	1.689087381	4.044189512	1.646869112	0.547024315	0.616196612	0	0.705298002	0	1.034812678	0	0	0	0	0	0	0	0	0	0	0	0	0	1.629117502	0	0	1.087389777	0.610109337	0	1.115700797	0	0	0	0	0	0	0	0	0	1.081738103	1.712171747	0	0	21.93023602	0.398867473	0.309355797	0.150875028	0	7.967805601	1.364516701	0.7705127	0.343143643	0.731906353	0	0	0.531517403	0.653419364	0	1.33426709	1.566899802	1.256299005	1.053360179	1.507260003	2.269150013	0.563078893	0.475035614	0.409915306	0	0	1.981346445	0.721748381	1.24349018	0.656435306	0	1.060358024	0	0	1.569914429	3.031125517	3.91629695	0.308649018	1.37562394	1.350954308	2.95861268	1.244931555	0	0	1.620674507	0	0	1.202428292	0	1.078774299	0	0	0	1.398251397	0.814595676	0.680654361	0.59814964	0	4.638850978	0	0	0.977889506	1.009337688	2.514543788	0	0	0.290725133	1.07393565	0	0.827910476	0	0.545310104	0.682587516	0.533198924	0	0	0	2.385388614	0	0	0	0	0	0	0	0	0.441078692	1.88954205	0.608337779	1.158191637	1.709688216	1.562743076	0	0	0.850776678	0	3.028511344	0	0	1.05943813	0	0	3.118460271	0	0	1.781000194	1.423226488	0.632875757	0	4.271263421	0	0	0	5.709836139	0	3.3440917
SHOC2	0.811520988	2.087198409	0.459945039	0.968126155	0.365916744	0.472820657	0.400534143	2.256580682	1.239176948	2.054129081	0	0	3.428138733	0	2.158326087	1.03298753	0	2.269069442	3.61316996	3.066183744	0	1.174920808	2.681729692	0	0	0	0	0	0	0	0	0	0	4.303486132	0	0	0	0	0	0	0	0	0	2.421180186	1.353658433	2.930791526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.882394378	0.424121874	0.885716631	0	0	0	2.035167557	2.429667029	2.253878499	0	0	3.659623653	4.05626465	1.29267773	1.581130702	0.584380578	0	0.928536367	7.842590214	10.16344576	2.510409122	0.527022422	0.862621611	0	0	3.214548109	2.909383962	1.354230305	0	1.098766858	2.215725435	0	0	1.821780838	0	0	0.452729029	0.510622082	0.356732045	0	0	0.872440341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.213234318	0	0	0	0	0	0	1.909137145	0	0	0	0	0	0	0	0.481141623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.594737218	0	0	0	0	0	0	2.152408982
SHPRH	0.364155992	0.881646238	1.255648983	2.714357018	0.75846647	1.187619971	1.093195805	0.857539828	0.905092197	1.461320432	0	1.136707015	0.995493318	1.074642296	0.861470184	0.882519782	0.894178317	4.619758253	0.443894703	0.728098939	1.0999853	0.826497686	0.869837162	0.947919334	0.343569058	0	0.649583393	0.342021164	0.193137937	0	0.483820174	5.943534839	0.431219881	0.292883759	0.726235942	0.312201573	0	1.894137276	0	0.890376998	1.454597694	0.568221891	0.963212453	0.920426461	0.404681304	0.348315846	0.344548179	1.060234306	0	0.245191739	0.636722374	0	0.191038082	0.083426262	1.363644197	0.803603668	1.233099623	0.182608518	0.941003523	0.588036125	1.515287928	1.462271986	0.996457437	1.082204045	0.87054615	0.958815474	0.973295172	1.312560921	0.800526013	0.988776988	0.48381392	0.547851639	0.667208394	0.460290029	0.956664102	0.896264698	0.989444068	1.124155718	1.329129458	0.87373244	0.903407394	0.646060157	0.957298283	0.589088126	0.551420753	1.277597968	1.392473579	1.036974492	1.034733391	0.953420586	1.74081877	1.358249247	0.627166551	0.715019139	1.120864745	0.738075935	1.407860874	0.903655973	1.468310259	1.110643972	1.616887001	0.593580033	0.877302095	0.092207656	0.655507494	0.829157654	0.584417095	1.194652635	0.487675181	0.329971683	0.191416619	0.42481444	0	0.541183879	0.645052146	0.894076812	0.700419444	0.679987179	1.255732588	5.506986777	0.883099004	0.964962069	0.381798948	0.946713795	0.492486269	0	1.009444119	0.564335989	0.750515797	0.699035838	0.793766891	0.576060346	0.489115247	0.237267479	0.477915108	0.141457259	0.311131913	0.898357509	0.68925116	0	0.393013043	0.145544244	0.419688558	0	2.440051117	0.572664122	0.857803469	0.581804478	0.735720337	1.316425741	0.597713988	0.535203072	0	1.806153578	0.821941934	0.248109899	0.809363097	0.125161767	0.516695024	0.656981042	0.89383487	0.183888312	0.237678017	0.203718871	0	1.018533388	0.203728439	0.932341114	0.661795544	0.450595009	0.991343031	0	1.613936954	0.85156336	1.829388182	1.507200134
SIM1	0.159744722	0.254078691	0.204125413	0.808205971	0.82572263	0.685196698	0.920882598	0.838325844	1.408668457	0.540384055	0	1.368523355	0.582208427	0	0.671550973	0.892580871	1.935868321	1.201548021	0.655132228	2.039232145	1.964354825	0.755408013	1.723593484	0	1.474842424	0	0.362902508	2.13004494	0	0	0	0	4.08602005	0	1.709207443	0	0	8.841714158	5.688774668	0	1.15680986	0.852913664	0	1.547178388	0.431202261	1.404342046	0	0	2.344353428	0	6.00687262	0	0	0	0	1.53729828	0.250441101	0	1.040115435	0	0	1.187995771	0.416505617	0.718495347	2.643682566	0	0.468315489	1.241325603	1.406346956	1.681603487	6.499581605	3.666761659	0.929839392	0.924562728	1.652076575	0.535166346	1.09749537	0.805655241	1.600496745	0.61554048	2.322694385	0.976748512	1.938995604	0.6174004	0	1.377736991	1.176340743	0.812001291	0.422042391	1.24364061	1.735568353	1.997365786	0	8.455062596	0	0	0	0.777800109	0.767487351	1.8916122	0	1.884264072	0	0.843442442	1.170060332	0.5806341	0.47896501	1.187258859	0.919297228	0.782793217	1.822351761	2.013507597	0	0	0.502642092	0.606358728	1.30004353	0	0	0	0	1.553640669	1.428450881	0	2.333021401	0	1.04062911	0.954943326	0	0	0.443217339	0.581540411	0	1.007050657	0	3.698816352	0	0	0.915890564	0	3.175452891	1.353198297	0	0	0	1.21783354	1.456777036	0.726489593	1.773018126	0.419414627	0	1.125937757	1.112371239	0	1.235591691	0.792492849	2.278396803	3.874319447	0	1.552013783	0	3.518936793	0	0	0	1.291949114	0	1.221944602	0	7.74626468	1.931684251	0	0	0	0.779675158	2.436757128
SIPA1L2	0.229509572	0.521801594	0.095020009	0.601077846	0.686215208	0.950647632	1.436895436	0.676260375	1.150641943	1.665096833	0.421452878	0.837352646	0.71551787	2.132099889	2.541837824	2.07909279	0.879019382	0.476464593	0.120526933	0.767670426	0.515129021	0.850377143	0.428897813	0.06599499	1.30108586	1.02781406	0.293764565	0.533548306	0.610026821	0.647763929	0.758523386	0	0.679366324	0.719197848	0.284624411	0.325933669	0	0	0.951484025	0	0.580193718	0.14238696	0.398936921	0.388860653	0.288654633	0.549114036	0.664432587	1.334232767	0.391241528	1.159877957	1.002153894	0	0.300435745	0	1.179633766	1.103404586	0.285634476	0.959135131	0.573667923	0	3.031115806	0.579569673	0.205092781	0.454714078	2.603794333	1.101004235	2.05497432	0.725656484	0.432690012	0.551636088	0.372886827	0.644906949	0.656194267	0.743943796	0.486724435	1.080021852	1.072148906	0.86451767	0.616265104	0.652600982	0.51264656	0.624373838	0.277936652	0.46811789	0	0.437117841	0.960914542	0.812046231	0.510609921	0.691487757	0.779222082	1.197065804	2.107856523	3.213172958	2.306776123	0.543119491	2.340163584	0.476662388	0.417526843	0.614447526	0.483609879	0	7.547762545	2.155363652	2.131265269	3.75181193	6.316284273	1.104238056	2.070332705	1.120048886	1.495049016	4.727261489	1.509330561	1.58812793	3.703859669	1.605134449	2.67116759	0.728774343	0.558280295	0.297789641	0.814139631	0.648897398	0.534197025	0.325691986	1.013261526	0	0.79093783	0.545975918	0.194874643	0.800694571	0.866132712	1.127451701	0.287799177	0.745722414	1.222799197	0.277108668	0.913056022	0.470754976	1.168895254	0	1.62656704	0.71162705	0	1.010262608	1.568484496	3.504974204	1.504922418	1.414204019	2.005069015	1.571241405	1.450177729	0.860155563	2.099924055	1.885581229	1.833945617	1.183672407	1.410585509	5.451784138	5.083127208	1.22058986	0.927913192	0.883609029	0	1.026499745	1.496391692	0.433511946	0.504958221	0.703609893	3.276202162	2.003924665	1.659398659	0.521395161	2.408701235	0.868575881	2.739890974	0.967341645
SIRT5	3.736932705	1.114061582	0.601078609	0.578787397	0.482708848	0.58276305	0.363200226	0.558139909	0.487924647	0.279126825	0	0	1.022989996	2.233737745	0.596232911	0.870741425	3.383108393	0.263881194	1.68765398	1.629567662	0	0.701269797	0.258619287	2.90622625	11.80967429	5.711925619	0.864838683	1.471739809	0	1.785170026	2.09369752	0	1.871772434	1.560233133	1.564716866	3.590441205	0	0	0	1.283003979	0.531616906	1.199610008	0	0.357903786	0.59417135	0.427705834	8.676051723	1.833814061	1.071503571	0	4.148315706	0	0	0	1.280955115	0.632500838	1.575857997	2.415262454	1.571348554	0	4.5956547	0.800438932	0.763865135	0.55187003	2.412207944	0.744016971	1.070660336	1.247817607	0.911804727	1.286925564	0.837346771	0.341221986	1.035908035	1.013253284	1.502089693	2.460443056	0.609703568	0.627545675	0.146647455	0.574708316	0.522533622	0.471155442	0.378189218	0.817420322	0	0	1.973048698	0.482655999	0.435290046	0.622320732	0	1.65425862	1.437580387	0	2.149084307	1.962339011	0.368863113	0.651683428	0.472212394	0.454077385	0.94532281	1.871181514	1.206143955	0	1.072738679	1.964888033	1.34568878	0.479150444	0	0	0.309947477	0.689803654	3.212221839	0.709706192	1.607189386	1.211177183	2.197692458	0	1.507278064	0.803561353	0	1.195713231	1.329986703	0	1.447259691	0	0.817475864	0.601604441	0.340961851	0.492752522	1.120813017	0.899242377	1.151928664	0.304485781	0	0	0.916148497	2.218730406	2.01257016	0	2.57582084	2.038508525	0	0	0	1.844429695	0.825456072	1.706564122	0.686248881	1.685443609	1.270134418	0.726705121	2.483610763	0	1.682076636	1.466971609	0	0.746123572	2.278530218	0.362707819	0.718029661	0.800126663	2.079056751	0	0	0.594687816	1.506526193	0.779458884	0.770617463	1.073666579	0.963330036	1.188115271	0	0.735698359	2.810922056	1.404787915
SLC12A6	1.012517082	1.174452783	0.320297994	0.999292483	2.216136682	0.421176873	1.323144473	1.026937341	1.028678054	0	2.637366676	2.178078274	0.353347184	0	0.411441885	1.700357871	1.20071537	0.858274543	1.158246353	0.920229707	0.653111699	0.665350058	0.524417667	0.95901207	0.598870299	0	0.885170883	1.298615515	0	0	0	0	5.039940192	0	0	0	0	0	0	0	0	2.095069112	0	2.845620159	0	1.145572331	0.972056369	0	2.871442995	0	0	0	2.203111385	0	1.730337284	0	0.688609255	0	0.982367142	0	0	0.749753782	0.52341171	0.516359317	0	1.838139654	0.996267659	0.655898461	0.543455275	0	0.980827614	0.587539347	1.380345005	1.08784669	0.612419972	0.318044325	2.094443483	0.731002759	0.764132647	0.781230081	1.227766811	2.399695994	1.216070809	1.279927344	0	0.878235738	0.420224042	0.678859023	0.558205842	1.1699275	0.735940829	0.553396687	1.050864045	0	0	0	2.518324439	0.848474331	0.293610859	0.942807454	0.513072377	2.33471142	0.692001498	0	3.079033833	0.723160985	0	1.608164772	0.35093295	3.623765568	1.122481565	0	4.297619209	3.78452257	2.569139339	2.515828967	1.05220147	2.67621336	0	6.592113175	0	2.65735597	1.770134809	0	2.953523162	0	0.253477673	2.110046131	0	4.499026526	1.089412516	0.238657696	2.4014022	0	0	0	2.395687691	0	0	0	0.977900082	5.168358421	0	3.39996612	0	1.510912643	0.384481141	0.829016457	1.611721037	2.076427697	1.510525365	0.693811825	1.376708054	0	1.685222757	0	0	1.471131572	0	0.947337982	0.953892434	2.150909844	0	0	0	1.584647673	1.266944609	0.290048584	1.005868685	8.418064816	0	5.006212723	0	0.826135154	1.6906895	1.817515127
SLC13A4	0.921060351	1.169506394	0.157243963	1.018861275	1.261028286	2.247419863	1.436201768	1.801668209	1.140029362	0.631514679	1.150612018	0	1.504867737	0	0.879239239	0.814302365	0.730552178	0.656816847	1.072624469	0.423090333	0.376965459	1.545798464	0.562791732	1.01814056	1.348903143	0	1.83076317	1.658494974	0	1.49938383	0	5.341247261	0	1.855886256	0.656876433	0.376988487	0	0	4.423734002	0	1.346487063	0.328302475	0	1.228675789	0	0.211949385	2.832323344	0	0.911263034	0	1.169794852	0	0.703009244	0	1.070334855	0.99250936	1.124494743	2.940099259	1.795454769	0	3.776494929	0.837241373	1.05860633	1.490253896	1.00087891	0.325834729	0.977218739	0.659496987	0.65062828	0.495775115	0.658588052	0.844757851	0.895566867	0.697502318	0.98811994	1.228099193	0.730191605	1.129891869	0.903956369	0.563956626	1.391292837	0.185881343	0.746449708	0.713939782	0	0.741083358	0.409624307	0.735826995	0.785895016	1.338865285	0.352654395	2.460265579	0.993716361	3.252997781	0.708142315	0	1.475664036	0.83665038	0.87958752	1.169005155	0.142386615	2.537458757	0.657627515	0	1.797848196	0.435596995	0.59078119	0.937758293	0.266827578	1.22683351	1.799061077	2.45451427	0	0.162705504	1.395117129	0.979400635	2.088283418	0.84174749	0	0	0	0.790239278	0.273458566	0.676779152	3.476846306	0	0.912801393	0.669217433	1.027391204	0.754435211	0.960059319	1.482562815	0.500422798	1.667983274	0.658717111	0	1.162204186	0.940617597	0.900323192	0	0.30727491	0.527487992	0	4.355274723	0	0	1.06443144	1.802546409	0.693178183	1.524836673	1.733590455	1.354775574	1.755126343	0	0.645606165	1.574720553	0.580471401	0.813455685	0.955281284	1.240444092	0.99693631	0	0	0.756506839	0	0	0.771986759	1.562909906	1.784862762	0.5435502	1.354198289	0	1.385939754	0.892571979	0.754690912	1.12770571
SLC13A5	4.924200678	1.980489517	1.339843871	2.242636684	0.715917054	1.805137353	0.251142787	0.623392669	0.385792584	1.181177645	0.050072325	0	0.403637103	1.197917158	0.572788656	0.704277363	0.610077564	0.358956678	2.740786499	0.60649757	0.81207058	1.041003181	0.561011056	0.193032579	0.164301161	1.305830092	0.590236684	7.387599314	0.309567356	0	0	0	0.688840016	1.404151555	0.288398022	0	0	0	0.770773779	1.515639472	0	0.580061419	0	0.621853058	0.868331738	1.245958343	0.431207147	0.092145837	0.392875377	0.388181721	0.868808914	1.416698427	1.49915688	1.863933488	1.009380195	2.917805672	0.481475978	0	0.497078634	2.061858291	0.610809792	0.534085874	0.577842954	0.332556538	0.369539161	0.185773817	0.876040557	0.394330072	0.35927196	0.476352239	0.342103868	0.16975679	0.276113052	0.257211076	0.583295789	0.694159207	3.4428142	0.527301093	2.055341459	1.014831213	3.102358253	0.831848699	1.889160869	0.972619096	3.068977244	1.726877039	0.929195688	2.062914577	0.771631752	0.823427049	2.845331665	0.916254028	1.140332396	3.535044702	2.348230371	0	0.362572268	0.71880415	0.344607881	0.358603666	0.908290624	0.62398099	0.554648592	0.402450775	1.210549849	0.927793147	0.591808656	2.19679569	1.186735128	0.184534352	0	1.344847893	1.570409194	0.763701653	0.639026502	0.754428008	0.577293791	0	0	0	0	0.497116705	0.337951518	0	0.380625009	5.832242076	0.92727434	1.49569244	0	0.539568592	1.105356141	1.155286803	0.482670275	1.027046681	0.802863768	0	0.239675164	0.43908246	1.724680471	1.127672819	0.323816934	0	0	0	0	0.309941156	0.470701247	0.529460848	0.235329406	1.585585828	0.427983792	0.827279642	0	0.499834124	0.540698436	0.697445452	0.375941397	0.409154323	0	0.725494719	0.894848627	0	0.381581048	1.464423356	0.734852309	0.65060332	0.838842347	1.002941051	0.898912461	1.796971937	2.996018243	1.310848443	0.813402948	0.248965373	0.157676141	0.31271819
SLC16A12	0.73810307	0.771414343	0.71468446	0.686015112	0.407778773	0.487328034	0.92042378	0.48603685	0.580055938	0	0	0	0.460791927	0	1.295590679	1.108022312	1.075177908	0.562162773	0.966671742	1.359472669	0.580266299	0.610676437	1.736204454	0.639349169	0.524064389	2.234589665	0.917480091	0	1.664496591	0	0	0	0	0.625859973	0.774264244	0.928505784	0	0	0	0	1.580977035	0.773970845	1.086976233	0.711000245	0.792970062	0	0.723171339	0.901712725	0	1.049502655	4.108740721	0	0.812692094	1.579889064	0.656287493	1.415435933	1.149954166	0	0.65027993	0	0	1.325347191	1.251020114	1.090334584	0.393548111	1.065556165	0.670534804	1.176673069	0.879671298	1.48591659	0	0.970163415	0.948389097	0.883448063	0.386057924	1.020262981	1.358875376	1.886111926	0.907727874	1.292280428	1.096169543	0.342296353	6.38003649	0.725344372	0.978175001	0.234651315	0.951957268	1.127292208	2.208685646	0.727264109	0.774713765	0.93401629	1.186163302	0.899316595	2.485817184	0.844059385	1.090766249	1.662769046	0.36203821	1.613541854	0.532803754	1.151932883	1.076931915	1.446122669	1.130926256	0.25367473	0.76070181	0.84475615	1.167466838	1.669195892	1.242768404	0	0.728022468	0.689441246	0.97375885	0.370474127	0.202887373	0	0	0.787990868	0	1.028543256	0	0.806915557	0.352638038	2.59231781	0.629384446	1.069972203	0.934784892	1.021628347	1.71348271	1.763362023	1.149111503	1.062784296	1.826834682	0	0.869943513	2.130049387	0.50794606	9.398302903	0.350867684	0	0	2.565898258	0	2.313858228	0.819069726	0.664807485	0.401518003	0.843079527	0.844816809	0.774287134	0	0	1.887538125	1.410223289	0	0.546307928	1.515475047	1.346660081	0.364026507	0	0	0	0	0.572767962	1.925251899	0.506374267	1.137238886	2.871066572	1.276508246	0	0.626918725	0.73921451	0.412641305	1.181624855
SLC17A6	0.159905697	0.458947074	0	0.648530404	1.358838155	0.744333148	0.905904913	0.48603221	0.919008218	2.179963334	0	2.986098944	0.664683104	4.665906554	0.374968492	1.630631894	0.714790145	2.040326937	3.194304863	0	0.938914921	0.631297869	0.952121661	0	0	0	0	4.546713689	0	0	0	0	0	4.473700584	3.645271503	0	0	0	0	0	0	0	10.22074361	1.66855831	0	10.06720124	0	0	0	5.321164546	0	0	0	0	2.994581802	3.456165926	1.674162886	0	2.327118283	0	0	0.317228293	0.614766827	0.319015429	0	3.373207188	0.513972525	0.728136797	0.744227162	1.167353207	3.451474717	0	2.595712939	1.091090756	0.723876461	0.332678864	0.737594245	3.485920758	5.335864603	0	0	0	0.373500123	0.940925795	0	1.176802221	0.759944607	0	1.486441279	0	2.536191769	1.631338608	1.636503011	3.795393406	0	0	1.583859089	0.456743931	0.706262149	1.491770063	0	2.218528082	0	0	0	1.290454832	0.711664195	1.751942797	0.682944878	0	0	0	0	0	1.340684497	2.832666634	0	0	0	0	0	1.28206866	0	0	0	0	0	0.421970218	2.669443893	2.653350703	0	1.310413616	0	2.622101857	0	0	0	0	0.686925011	0	1.772409068	0	0	0	0	2.805093716	0	0.803597961	0.971812882	1.875199202	1.366984806	6.444973254	0	0	2.788911276	1.792149373	2.490617739	0	0	0	0	0	0	0	0	0	2.329440209	1.033312772	0	0	0	0	5.589310144	0	0	1.317838364
SLC19A2	0.905414268	1.00568924	0.002279419	0.95650101	1.060410596	0.413791028	1.356129706	0.788954417	0.466609415	1.831223225	0	0	0.823828507	2.740809446	1.010954464	1.213886613	0.55508606	1.272857037	0.804043351	1.921352636	0.191112818	0.335722396	0	1.124967495	0	0	1.00146758	0	0	0	0	0	2.390903785	0.799777966	0	0	0	0	0	0	0.6728439	0.991434647	1.384415161	0	0	0.818131314	0.461697579	0	0	0	0	0	1.043227281	0	2.481598734	1.197379871	0.413894698	0	0.983013925	0	0	1.114989981	0.760677794	0.15706326	1.01609238	0.853166603	1.994084101	0.932174768	0.533428141	0.520512374	0.742317659	0.369327613	1.192056648	1.473833764	1.137545125	0.971622645	0.738792469	1.468105196	0.847459804	1.26107157	1.37011852	0.377427547	1.05120737	1.652505187	2.424700122	2.63102828	0.777094101	0.775655196	1.450611733	1.428628545	0.885116787	0.56441232	0.364714767	3.162107151	2.319044755	0.966980221	0	0.566350104	1.868707212	0.883057765	2.131699311	0	3.732667824	0	0	2.776656277	1.937119522	0.241724005	0.5200388	0	0	0	0	0.281472548	0.122170796	1.223130158	2.07122566	0	0	2.036829568	1.383568723	1.692829962	0	1.060310832	0.461621387	0	3.337847963	1.546929242	1.369018692	2.779368699	1.901410687	1.4868804	0.295939903	0.967643523	1.404033895	4.941172905	0.829230941	0.716951396	1.663340747	0	1.904824378	0.80466591	0	0	4.764516506	0.738728133	1.435468438	0.861279747	0.783130407	0.994369291	1.505838238	2.071246639	1.349772695	0	1.483791979	0.946707585	1.310605514	0.720594448	0	1.281011763	0.475422619	0	0	1.176356644	2.695203308	2.403079587	1.416717598	0.611887759	0.668714288	1.269677982	2.875918129	0	0	1.431882309	0.215335178	1.212572827
